tconst	averageRating	numVotes
tt0476054	5.1	21
tt0979197	7.6	10
tt6301350	8.7	14
tt0914022	7.5	16
tt14296154	9.2	12
tt2108304	7.9	11
tt2459156	7.0	13478
tt16442874	7.4	132
tt0219831	6.4	32
tt6218366	2.6	8
tt0746702	8.1	23
tt11274256	6.3	257
tt1889422	8.8	7
tt5666584	7.5	120
tt7698442	6.7	13
tt1017834	8.1	286
tt13103428	8.1	7
tt8697026	6.5	51
tt0483836	7.8	286
tt0313210	4.0	6
tt8531326	6.9	12
tt0086868	4.7	595
tt0056889	7.8	112
tt0847678	7.8	27
tt1512881	6.7	63
tt0836704	6.6	22
tt0863874	8.2	90
tt0061241	7.2	439
tt9538948	7.2	22
tt12877968	6.7	6
tt8526166	8.2	5
tt1772184	8.5	56
tt14377954	10.0	38
tt0479064	6.8	55
tt8797926	8.8	9
tt0625481	7.8	261
tt4692432	7.3	13
tt10354106	5.5	2189
tt14347766	7.5	325
tt23553530	5.9	36
tt3146804	7.9	8
tt9090318	6.8	9
tt16074224	6.0	22
tt0055190	5.3	331
tt0384810	6.4	4376
tt21639500	7.6	12
tt15839204	6.9	10
tt0394167	5.8	152
tt5374058	8.0	8
tt26741767	8.2	32
tt4058506	7.6	28
tt15110334	10.0	9
tt10796430	7.3	6
tt0204585	7.8	8
tt0985725	8.9	16
tt15684020	7.5	13
tt0301194	7.0	22
tt0344117	7.1	67
tt1566921	7.7	20
tt14992836	6.6	9
tt0101501	5.1	620
tt7791936	6.9	16
tt6059482	8.6	14
tt0360676	5.3	9
tt0374653	6.7	54
tt0172015	6.3	202
tt27031580	7.3	6
tt0288321	6.3	62
tt0113410	5.9	227
tt1400351	7.1	9
tt4109534	7.9	60
tt0386944	7.0	49
tt15359054	7.5	106
tt0620132	7.7	413
tt0024262	7.0	1370
tt7539800	7.6	12
tt11041540	6.9	101
tt13524874	4.0	38
tt0244116	7.0	7
tt26491965	9.1	536
tt21223356	8.7	10
tt0050597	5.3	56
tt7567380	8.5	65
tt10193228	6.6	339
tt4886200	6.7	6
tt4692894	8.3	8
tt8387516	8.7	10
tt2181004	6.9	27
tt1313015	8.3	251
tt0811440	8.1	733
tt1830749	5.6	13
tt0561202	8.5	19
tt4367136	8.0	5
tt2480916	8.6	14
tt0039486	6.3	707
tt0210515	5.9	31
tt0633284	6.0	9
tt0182571	7.9	94
tt0588225	7.6	658
tt1727539	6.8	30
tt1646007	8.0	1138
tt15658148	7.9	10
tt3906752	8.6	25
tt0010641	6.5	33
tt14044342	8.1	192
tt0024783	6.5	67
tt19899730	10.0	6
tt13389596	7.1	12
tt0551779	7.0	66
tt2210810	8.3	31
tt2527466	8.0	13
tt12656280	6.1	12
tt0032542	6.1	100
tt0482372	8.5	15
tt9155954	7.9	14
tt0646242	7.3	89
tt7811698	8.2	11
tt14139554	7.4	145
tt0541831	7.7	12
tt0684864	8.1	136
tt2782450	7.0	1973
tt0298665	7.0	71
tt8492874	8.4	5
tt0115401	6.7	30
tt12587340	1.3	110
tt8155742	6.4	12
tt0226981	7.4	20
tt0259857	6.4	111
tt2021966	8.4	7
tt4496870	7.0	9
tt5474136	7.9	44
tt13878326	7.8	58
tt4346236	5.8	6
tt0094344	6.7	73
tt8099260	7.4	5
tt0949101	7.9	96
tt0062268	6.2	28
tt0644615	7.4	8
tt21295418	8.7	12
tt5018578	7.4	23
tt0332347	7.1	25
tt1699706	7.9	11
tt0550495	7.9	2371
tt2260619	1.0	34
tt15005702	6.8	14
tt1419524	6.7	8
tt19316800	9.8	6
tt1458857	7.3	50
tt3908688	8.4	40
tt0088198	6.8	65
tt1338873	6.5	12
tt5745158	6.4	22
tt0078361	5.6	59
tt2088894	6.7	31
tt0996289	4.9	13
tt6101746	8.2	14
tt0104167	7.3	198
tt0465077	8.2	18
tt0027439	6.8	1730
tt7595146	8.0	574
tt0503845	7.4	123
tt0738661	5.8	13
tt1482956	7.6	54
tt3830858	6.5	12
tt0596168	5.4	93
tt12871314	7.5	130
tt1070757	5.9	22
tt17037506	7.7	8
tt7313898	5.6	17
tt5065810	6.3	2193
tt0151765	7.6	12
tt1586090	5.6	5
tt1370657	7.2	7
tt27054432	10.0	12
tt2816990	9.6	23
tt0293393	8.0	41
tt6243444	8.1	33
tt4922376	7.7	103
tt7636656	6.6	210
tt0272831	7.8	179
tt0051290	8.1	811
tt2265345	6.6	49
tt0907133	8.4	7
tt3466116	6.1	71
tt9133092	6.2	9
tt11447462	8.0	5
tt2145874	7.7	556
tt1665272	5.0	8
tt7088912	6.9	22
tt11317842	8.6	11
tt0143676	6.2	105
tt1181460	7.9	16
tt0209804	7.9	30
tt5276148	8.0	20
tt0280267	5.9	108
tt0481909	6.5	11
tt6859300	6.8	7
tt12096478	7.8	102
tt0574788	8.9	14
tt10521244	7.1	69
tt0516928	7.2	26
tt0098664	6.0	16
tt3371326	7.6	99
tt0305922	7.2	61
tt0047077	5.2	22
tt0158184	7.3	13
tt0071975	7.7	76
tt5073282	8.8	21
tt18815512	6.2	35
tt2230619	8.0	138
tt0301485	7.2	263
tt13280470	8.7	7074
tt2069189	8.0	216
tt0037629	6.9	48
tt7824206	8.6	19
tt6806966	8.7	22
tt9117090	7.7	385
tt0403286	5.0	8
tt1460743	6.8	8489
tt5069876	7.8	13
tt3164962	8.6	11
tt1526779	6.2	27
tt2455616	7.8	227
tt3403496	7.1	155
tt0072242	5.2	24
tt0538319	8.2	9
tt0729791	5.5	22
tt0421301	6.6	11
tt0711129	8.1	15
tt0251568	7.0	173
tt8856024	8.3	957
tt1531175	8.7	4750
tt0044173	7.4	100
tt7738846	5.6	15
tt1975223	8.0	41
tt1492151	6.7	709
tt5373366	6.5	23
tt8332142	3.5	73
tt3052784	3.1	20
tt2368701	6.5	32
tt4810378	7.7	217
tt0594089	7.4	146
tt8983474	4.2	34
tt19050000	6.5	261
tt0377594	7.0	15
tt1434951	7.6	25
tt0973824	5.6	11
tt8303490	6.5	28
tt0911383	7.9	23
tt0536775	7.2	45
tt8646948	5.8	22
tt9673138	5.6	171
tt11481956	10.0	7
tt8465862	7.6	18
tt2415050	6.2	7
tt8171712	7.4	6
tt1562081	9.1	47
tt1413905	7.3	301
tt14716064	8.1	28
tt0370081	5.9	181
tt5216810	6.0	301
tt1266112	8.7	738
tt14370024	7.8	18
tt0384268	5.5	8
tt13559990	10.0	6
tt2380189	7.5	13
tt0789445	7.0	57
tt10063146	8.2	24
tt1631701	4.6	6
tt1377542	7.6	10
tt3288444	4.2	7
tt8819966	6.0	8
tt4550870	8.6	4391
tt2125546	8.2	7
tt0033243	6.4	116
tt0023365	6.0	96
tt1109413	7.2	28
tt7073970	5.6	17
tt1245094	6.6	42
tt1462268	6.9	37
tt0505920	7.3	15
tt9530952	7.0	8
tt0185090	6.3	17
tt5924366	7.6	134352
tt0651957	8.4	49
tt0577703	6.8	63
tt1037679	4.8	8
tt5749554	8.8	8
tt8710072	6.3	31
tt11258718	8.7	25
tt5690526	8.2	6337
tt0301984	7.6	53
tt8349180	8.4	10
tt13248122	6.9	56
tt26761014	6.3	13
tt1815709	6.2	6
tt1764155	8.2	16
tt5905336	6.5	433
tt15144592	7.4	541
tt1059242	8.2	5
tt9578152	7.4	239
tt9459796	6.6	10
tt0620177	7.4	401
tt9564366	7.6	10
tt10182324	6.6	18
tt9879794	8.4	10
tt8144912	4.9	10
tt1395032	7.6	11
tt0457443	7.8	20
tt0131370	8.5	15
tt14719838	7.6	2047
tt0505300	7.4	123
tt0690783	7.1	31
tt0839898	6.9	12
tt1387358	7.9	21
tt4344136	8.2	14
tt6030194	8.3	13
tt0186110	3.4	11
tt9604446	7.6	79
tt1248244	6.8	48
tt0889497	7.8	6
tt0714447	8.2	125
tt9521590	4.0	112
tt5009162	7.6	40
tt5264624	9.6	9
tt0091548	4.1	217
tt3180414	5.1	13
tt9139582	6.8	17
tt9032726	7.5	12
tt0054080	5.8	131
tt16148412	5.0	111
tt0771240	7.0	16
tt1463915	8.1	64
tt11940956	7.4	7
tt0322279	5.7	58
tt12059518	5.6	37
tt0242405	6.4	111
tt1918840	8.3	7
tt6886694	7.2	7
tt2279366	7.1	83
tt0553415	7.0	96
tt0580112	7.4	13
tt2034550	7.2	42
tt0818899	6.9	159
tt15879322	8.9	9
tt2926150	5.8	44
tt2040146	6.8	8
tt0088023	6.2	270
tt0342471	8.5	17
tt9718604	8.4	32
tt0074688	6.8	13
tt0087426	7.0	6
tt14037222	8.9	11
tt0111666	7.4	4441
tt1333902	6.6	101
tt8489020	6.3	10
tt5836678	7.8	25
tt0193437	5.4	129
tt0634206	8.0	82
tt1685124	7.5	40
tt0318810	4.8	19
tt20827550	8.5	17
tt2203851	6.0	8
tt16737094	7.7	23
tt1423104	8.7	255
tt1013471	8.6	5
tt12759708	4.4	7
tt0828179	7.1	399
tt0659333	4.4	85
tt10365150	7.6	30
tt2463774	6.8	45
tt15004966	5.9	85
tt10288048	7.4	7
tt0587470	7.0	12
tt6424522	7.4	21
tt0647086	5.8	265
tt0377121	8.1	90
tt0490499	5.8	1413
tt9624268	8.8	46
tt0261358	6.0	21
tt10934558	5.9	7
tt1791715	7.5	14
tt15610534	8.1	33
tt0638529	8.2	11
tt0082311	6.0	434
tt11115912	8.6	17
tt0386846	2.4	261
tt0325193	8.1	70
tt0448214	8.0	13
tt0778588	7.2	27
tt14850188	6.9	7
tt8060344	7.8	109
tt2465992	7.5	114
tt0685183	7.5	126
tt2807574	8.3	989
tt1794934	8.2	12
tt13011252	7.1	23
tt6292996	6.5	1153
tt1189134	6.2	38
tt1669386	9.9	194
tt2836442	2.9	9
tt1656843	5.5	19
tt0341977	4.4	53
tt16531612	7.2	16
tt1058861	7.9	25
tt0065378	5.7	119
tt13331008	6.5	19
tt14134628	9.6	25560
tt3948670	7.5	924
tt0543896	7.3	32
tt1806790	2.2	9
tt13037924	6.9	11
tt11058422	6.7	32
tt0671900	7.9	27
tt14371818	6.4	514
tt23577144	7.4	10
tt11222850	9.4	19
tt0577017	7.8	10
tt2622478	5.9	50
tt3602794	8.0	56
tt4791202	3.4	26
tt0178483	8.0	15
tt0328828	6.3	209866
tt21378332	6.8	102
tt16173144	9.2	12
tt0581278	6.8	8
tt0566868	8.1	26
tt0102543	4.7	101
tt0914045	7.1	18
tt0553408	7.5	95
tt9073194	6.8	27
tt0531080	6.8	164
tt14921428	6.0	124
tt2379745	7.1	13
tt5213918	5.4	8
tt14060532	4.9	67
tt8219520	7.4	219
tt5730624	6.9	326
tt0442740	2.6	321
tt1716800	5.8	29
tt0286067	7.6	21
tt0430662	7.8	11
tt8569588	8.2	34
tt6732184	7.6	5
tt9856438	7.0	5
tt7471602	7.3	121
tt1538291	6.4	120
tt0309739	6.9	7
tt0536654	7.6	35
tt2772416	4.2	6
tt5354406	7.4	72
tt0065712	3.6	36
tt0079168	5.1	4078
tt6705128	6.2	11
tt1946520	7.7	8
tt13598128	7.0	8
tt7195384	8.1	711
tt10230294	2.8	6
tt0996018	7.8	13
tt0091636	5.8	200
tt1008008	5.9	47
tt1087946	4.5	8
tt0552340	7.6	107
tt5809140	6.0	231
tt1587873	6.8	13
tt2879908	7.6	171
tt1092023	5.3	18
tt0169364	6.4	607
tt0568741	6.8	10
tt3376510	6.2	138
tt0575998	7.1	33
tt6647040	8.4	7
tt0037515	7.4	15571
tt13428434	7.6	14
tt5170710	5.4	166
tt0001028	4.1	18
tt4505586	8.2	482
tt2569058	7.6	326
tt0575305	7.2	61
tt18268134	4.7	222
tt1733146	6.0	6
tt0221068	6.3	14
tt11348370	8.1	169
tt16752880	7.7	162
tt7066842	7.9	23
tt0518955	7.9	51
tt15042814	6.5	8
tt2966312	5.8	43
tt12677556	6.4	117
tt0375549	9.2	8
tt0760945	7.0	13
tt13961036	5.2	41
tt11518302	6.3	24
tt15747234	6.2	5
tt0567315	5.7	21
tt3121130	8.5	11
tt14384456	8.6	30
tt0060472	7.2	9772
tt2091740	7.4	17
tt0070787	5.8	359
tt2119590	7.9	1823
tt11540772	8.0	5
tt13984190	6.1	97
tt0500017	4.8	75
tt1496023	4.9	39
tt1426594	5.8	11
tt0766569	5.4	8
tt1311032	4.5	15
tt2327487	8.5	9
tt1240178	7.3	23
tt2484964	7.6	12
tt4108798	8.4	333
tt2838554	5.1	295
tt5652946	7.8	10
tt0278110	6.2	38
tt8772788	7.5	237
tt8630448	2.4	12
tt5593924	6.4	18
tt1288255	7.4	18
tt0328655	3.6	292
tt3823058	7.2	6
tt0090239	4.1	209
tt1447447	6.8	7
tt0958119	8.2	28
tt12094898	8.9	7
tt4741618	5.6	87
tt15718450	6.3	9
tt15539664	8.3	10
tt0019034	6.9	13
tt0376209	6.6	223
tt0397192	7.0	107
tt3021456	7.7	60
tt4076282	8.0	10
tt1574255	6.8	6
tt15387740	6.6	10
tt0381290	6.2	263
tt7286042	6.5	69
tt2324947	7.4	5
tt15153796	7.1	10
tt2334593	6.7	1896
tt0352038	7.4	103
tt16420758	6.4	7
tt4000746	8.6	15
tt4837126	6.2	951
tt11207714	9.5	21
tt20234402	9.2	11
tt0249521	8.2	15
tt0454172	5.8	41
tt0596960	7.6	29
tt1476971	7.0	12
tt2097298	7.4	39937
tt5361824	6.2	28
tt5729112	6.9	50
tt12795308	8.2	11
tt0557561	7.7	43
tt1749697	7.0	74
tt15133820	7.4	9
tt0242375	6.5	46
tt1672728	7.6	9
tt0474486	6.1	7
tt0086791	8.4	4624
tt8772450	7.7	11
tt8134186	7.7	41736
tt8207284	9.4	17
tt2076424	8.6	1106
tt0081325	7.7	264
tt4286508	5.8	6
tt6145702	6.0	5
tt4188332	8.0	5
tt3807258	7.3	33
tt3570734	7.5	12
tt0748044	7.8	54
tt0093670	4.9	158
tt18245210	7.0	19
tt13964806	6.6	685
tt0867358	7.8	9
tt1950396	10.0	5
tt5051936	5.3	43
tt8258626	6.2	16
tt7748122	7.9	13
tt0899724	4.8	11
tt4773910	6.9	25
tt2632792	5.2	15
tt3109088	8.2	6
tt2936296	5.1	53
tt0015632	6.6	88
tt9819194	7.3	8
tt2380860	7.4	14
tt0318278	4.9	18
tt1106102	8.7	15
tt1713922	8.4	82
tt7372936	7.1	21
tt7378332	8.5	6
tt10187846	8.4	128
tt21093840	4.9	10
tt4670628	7.7	24
tt4134964	8.2	169
tt0006564	5.3	83
tt15192832	8.3	1524
tt13786066	7.6	10
tt3802624	7.1	30
tt16234322	8.5	100
tt0200472	5.6	2354
tt5440242	8.9	493
tt0176797	5.9	245
tt14581062	5.2	200
tt3950916	7.0	8
tt3198064	7.6	12
tt0524363	7.7	98
tt0652183	6.6	17
tt1531304	6.5	22
tt1039608	6.9	49
tt0836554	8.8	43
tt10136930	6.3	12
tt5084624	8.4	12
tt8302394	7.8	7
tt0292246	8.6	6043
tt10909550	8.0	5
tt1245681	5.5	47
tt2612390	6.4	57
tt8495320	7.8	26
tt0720413	7.4	16
tt2009826	5.7	188
tt1599654	7.9	8
tt0041042	7.2	65
tt1592574	7.1	20
tt0488959	6.0	28
tt0804005	7.2	209
tt0956384	6.1	9
tt6472802	6.9	16
tt1237189	5.4	5
tt0126248	7.1	16
tt9579634	5.9	11
tt6447952	5.2	38
tt12867768	6.4	22
tt0057018	5.3	62
tt0179080	5.5	58
tt15891812	8.2	3446
tt9839622	6.8	9
tt0818583	6.1	23
tt2004164	8.1	20
tt2190384	8.2	31
tt3842826	9.3	19
tt10959678	7.8	309
tt0053685	6.3	40
tt8548064	8.8	12
tt10675336	9.0	22
tt1977089	8.7	13
tt4875652	6.2	30
tt20194876	7.2	5
tt0103999	8.7	1676
tt15749672	7.5	12
tt8586352	6.9	41
tt0173637	7.4	37
tt0401244	6.5	4866
tt0491104	3.9	220
tt1783390	8.0	45
tt11900402	7.9	9
tt1780601	7.5	37
tt0678701	7.9	11
tt5262992	7.8	17
tt2315042	5.2	6
tt4742750	10.0	5
tt8046142	8.3	30
tt6782756	7.2	18
tt0056101	6.5	344
tt0003073	5.3	72
tt0278426	6.9	164
tt1400693	6.8	26
tt0329458	7.1	17
tt9134336	5.1	58
tt0620188	7.5	336
tt0465880	3.4	19
tt1943048	5.1	419
tt15326466	6.9	8
tt19394942	7.0	6
tt0063325	4.7	521
tt0684223	5.4	20
tt6869846	6.2	5
tt1664840	6.8	13
tt4077052	9.0	6
tt0531231	7.7	21
tt0173471	6.4	20
tt1979186	5.7	12
tt0435209	7.4	41
tt1761707	8.3	10
tt0484452	5.4	8
tt2162884	7.2	6
tt4703876	10.0	5
tt1023089	7.7	51
tt0761546	7.7	855
tt7185110	6.5	6
tt15147364	10.0	10
tt0073290	4.6	735
tt0107779	5.1	515
tt9861502	7.4	240
tt2110737	7.8	18
tt8411210	7.6	1013
tt1330914	8.9	10
tt0165236	5.1	43
tt2876868	6.7	146
tt11016288	7.9	8
tt9552336	7.5	22
tt3562652	5.9	48
tt0095074	5.8	24
tt12357500	7.3	11
tt0497517	7.9	7
tt0180949	7.4	139
tt10374680	9.0	15
tt0673924	6.6	24
tt0230008	6.2	12
tt0532548	7.8	10
tt0083873	7.3	24
tt6259232	7.2	14
tt4915772	6.8	17
tt0080265	7.5	24
tt0129360	2.9	205
tt5277222	4.8	10
tt0309379	6.3	60
tt0660955	6.8	45
tt0102019	6.0	30
tt0090792	6.6	846
tt0940431	6.7	10
tt1425216	6.3	14
tt1705712	7.0	17
tt0774603	7.4	24
tt0078046	6.6	82
tt3207252	7.5	71
tt3637004	6.7	17
tt3950592	6.8	10
tt0509472	8.6	13
tt0576210	7.0	50
tt0462540	5.7	98
tt0378364	7.5	31
tt7792640	8.7	16
tt1315894	4.9	14
tt9086064	7.7	10
tt13330106	3.6	164
tt7823278	5.3	19
tt0527924	6.4	28
tt0868010	9.5	10
tt1160803	6.7	15
tt0357208	2.6	140
tt3211206	9.1	34
tt1861333	8.1	24
tt0267220	4.9	36
tt5692418	5.8	6
tt0486267	6.8	16
tt3757476	7.4	10
tt0430817	8.0	8
tt1223458	6.5	14
tt0806010	1.7	600
tt0536911	8.4	10
tt0131789	5.0	20
tt6126716	1.1	24
tt3764164	7.1	308
tt0580439	6.3	37
tt6881268	7.0	33
tt2004957	9.8	29
tt9729138	8.2	924
tt0637447	6.6	47
tt0277890	9.0	5
tt13333336	6.9	32
tt1909376	6.8	19
tt0631698	5.7	11
tt26903735	8.9	10
tt2799116	5.6	83
tt4258750	7.6	46
tt1112534	5.5	17
tt13308512	7.6	6
tt6408924	2.1	186
tt25829522	8.3	22
tt2179053	7.7	813
tt0910452	6.8	142
tt1050256	6.2	10
tt0284960	6.0	33
tt5019976	7.0	12
tt0047587	6.6	212
tt1684857	8.9	12
tt0046201	6.8	36
tt5289362	3.6	56
tt12539032	7.5	10
tt10094412	7.0	6
tt2261554	6.2	276
tt14787316	7.5	15
tt2464632	8.5	14
tt5244956	8.1	32
tt1357207	6.6	32
tt3290476	6.7	303
tt0532173	7.7	31
tt0364563	3.5	6
tt4135844	7.1	3130
tt5856760	7.5	11
tt0814004	7.4	25
tt8425660	8.3	12
tt6269796	7.1	121
tt0233601	8.1	1348
tt0684175	8.7	938
tt2451520	8.0	3294
tt15379530	6.7	6
tt1277057	8.8	15
tt1147716	7.0	56
tt0687233	8.2	70
tt5269988	6.4	8
tt2013720	7.5	24
tt0919556	7.3	14
tt0066757	4.6	177
tt2073175	7.5	29
tt12690852	8.6	343
tt0373136	3.7	347
tt1274263	6.6	16
tt14774336	7.0	6
tt2398119	7.4	5
tt2297810	7.7	688
tt1446842	7.4	10
tt2769258	8.1	29
tt13259980	8.8	5
tt0076110	6.5	58
tt1283540	2.8	311
tt21934404	9.2	332
tt5437576	8.3	12
tt8453942	7.2	19
tt18955054	6.0	6
tt3440280	5.6	11
tt15252480	5.4	146
tt2170676	4.8	90
tt5017204	7.7	468
tt22258226	5.4	13
tt3121710	8.3	41
tt10256940	7.5	38
tt0214288	5.3	77
tt13776816	7.9	121
tt3244080	8.5	1428
tt6118072	6.9	34
tt12235312	6.9	31
tt14260828	6.4	7
tt4468634	6.4	13823
tt1192875	6.6	67
tt1491613	3.1	12
tt6400960	7.5	109
tt7665700	7.0	12
tt3759100	8.4	11
tt16764830	7.2	5
tt0034192	6.4	87
tt0070460	8.0	23595
tt7773496	8.7	6863
tt15908754	7.2	12
tt12969084	4.5	303
tt1654922	6.3	14
tt0020744	7.1	53
tt0981267	6.4	48
tt4011896	6.6	5
tt5071710	3.6	5
tt2593350	9.8	8
tt1825616	7.1	147
tt3630104	7.1	60
tt0099643	6.9	42
tt0092516	5.0	3017
tt1930097	7.1	15
tt0082025	6.1	654
tt1389895	6.4	8
tt2089998	6.2	6
tt0170821	8.0	11
tt1548016	6.0	27
tt8037052	6.1	14
tt1024248	7.1	14
tt0144530	4.2	24
tt0160774	8.6	48
tt0577266	8.3	187
tt0047752	7.8	426
tt0563087	8.9	17
tt3055402	5.8	2528
tt9618618	7.3	29
tt23834166	7.0	168
tt1413105	8.4	37
tt11127326	9.5	8
tt15612994	5.4	71
tt0183298	5.9	40
tt12996842	5.7	9
tt0365469	7.2	46
tt0660591	6.8	124
tt0036477	4.6	28
tt4247912	7.9	158
tt4683956	5.3	161
tt7009740	8.0	10
tt1215460	7.8	7
tt11865804	5.1	68
tt0304349	7.2	30
tt1139638	8.2	20
tt3530866	7.6	16
tt1720298	7.9	10
tt8547768	3.2	811
tt0061125	5.0	43
tt4782806	7.8	20
tt0796416	3.2	75
tt1023676	6.8	22
tt10846242	8.2	14
tt8406744	6.8	1426
tt0029635	5.7	41
tt10230328	6.4	14
tt0120499	6.0	413
tt3163404	5.7	195
tt21066758	8.0	8
tt0978003	3.0	11
tt4245998	8.3	18
tt0976038	6.8	178
tt0982301	7.7	22
tt0313464	7.8	22
tt15244472	8.3	18
tt1579692	6.2	8
tt0130205	4.8	214
tt11907834	9.2	105
tt2483516	5.4	705
tt0030981	6.1	491
tt1855408	8.2	50
tt0194445	3.4	153
tt2660256	7.3	24
tt0517408	7.8	25
tt5289032	6.7	13
tt13225444	6.2	110
tt0960242	6.7	24
tt3078858	2.4	5
tt11581362	7.9	415
tt0923160	7.4	116
tt2626650	7.8	13
tt1163376	6.2	7
tt0715275	6.0	16
tt4712180	8.5	47
tt1636551	7.0	6
tt0843220	7.3	108
tt0264115	8.0	32
tt8961508	6.8	7784
tt3912338	7.5	14
tt0303296	7.0	25
tt12398024	7.4	39
tt1071703	7.5	6
tt10993720	8.3	24
tt9051932	7.7	9
tt5283104	6.8	13
tt0076381	7.6	121
tt3229762	6.9	56
tt0186477	6.1	12
tt2756230	6.3	23
tt0629259	7.7	259
tt0557987	6.5	27
tt2714470	3.6	6
tt10183570	7.2	6
tt13149100	7.4	108
tt20879104	7.1	17
tt4148174	7.5	87
tt8343498	6.2	59
tt9340090	9.3	16
tt0343744	5.8	40
tt5045746	7.3	1408
tt10405238	8.1	26
tt1306232	6.8	15
tt4206878	7.6	348
tt1370884	6.9	7
tt18968500	8.3	9
tt3780618	7.2	12
tt1494670	5.2	20
tt0369700	6.4	89
tt9637662	6.5	6
tt0316111	3.0	109
tt19514306	9.4	411
tt0521713	3.4	51
tt11544318	6.3	6
tt0056798	6.1	98
tt0249947	6.7	190
tt1841357	7.6	7
tt1280130	7.4	31
tt0871304	7.1	73
tt1635529	9.0	10
tt0514610	8.4	14
tt14799382	6.9	98
tt7144278	6.4	31
tt0687750	6.7	58
tt0597550	8.0	77
tt0449057	5.2	140
tt16048888	6.6	7
tt5515328	5.6	314
tt6896932	8.7	74
tt0091335	6.9	207
tt0446483	6.4	12
tt0103393	8.4	83
tt0672989	7.4	57
tt0126813	4.9	22
tt8599266	7.8	38
tt1358369	7.3	16
tt4855728	8.2	12
tt5134350	8.0	39
tt6497364	5.5	113
tt18116536	7.5	17
tt0552847	5.6	32
tt1885335	7.2	495
tt6260818	7.2	9
tt1016757	5.1	16
tt1722917	8.6	62
tt26342916	6.1	14
tt4078064	8.0	301
tt3388092	7.4	15
tt0306325	7.9	29
tt11516344	8.5	26
tt4672020	3.6	66
tt7806518	7.3	170
tt1033349	7.8	1777
tt4768442	5.8	12
tt1255130	6.3	9
tt0897733	7.9	106
tt11906044	8.5	182
tt8418392	6.8	242
tt21983046	4.6	49
tt1359212	8.4	14
tt6466054	8.1	1395
tt14670382	9.3	20
tt1272474	7.6	11
tt8156656	8.8	21
tt7140230	7.4	100
tt0883565	7.9	27
tt0679162	7.8	12
tt0123531	5.4	257
tt0047969	6.7	4023
tt1065711	6.9	10
tt0148633	7.4	45
tt6031416	7.6	202
tt13582754	6.0	10
tt0179110	6.8	629
tt10233466	8.0	9
tt8096442	7.0	10
tt8244014	7.8	6
tt8559600	8.4	511
tt0358557	7.6	15
tt5893538	4.5	33
tt3816964	7.2	28
tt0393163	7.6	14
tt5450050	9.6	10
tt0081644	6.1	18
tt0319026	6.8	14
tt11210156	7.6	86
tt7521420	9.1	16
tt12390170	5.2	9
tt6340530	4.6	8
tt7172794	6.0	7
tt1700766	8.0	51
tt0096417	3.2	90
tt1008789	7.7	147
tt0468681	8.0	11
tt1499309	7.4	19
tt7119810	7.6	9
tt0610570	7.7	42
tt2857342	5.8	11
tt6439492	6.3	194
tt3031228	8.1	7
tt0649738	7.1	12
tt0732193	7.5	61
tt0861521	7.2	22
tt11150412	4.9	169
tt7279640	4.7	53
tt0733213	7.7	11
tt0218523	6.5	26
tt0695528	8.2	57
tt1749206	7.2	16
tt0610563	8.0	48
tt0576221	7.9	61
tt8733338	7.2	6
tt1679521	7.8	494
tt18078700	8.4	21
tt6873472	7.7	20
tt0654783	7.7	24
tt2819256	5.2	6
tt0424461	7.0	7
tt6423282	6.9	16
tt0506048	9.1	24
tt1978857	7.0	9
tt11427974	5.5	80
tt0027424	6.1	51
tt0015526	7.1	43
tt1142696	7.1	19
tt2106659	6.3	42
tt7222260	8.0	1375
tt6953938	8.1	23
tt9837110	7.2	26
tt0628694	1.9	28
tt5285450	6.5	96
tt0169566	6.8	51
tt0043150	6.4	529
tt14773250	2.2	193
tt0561104	8.2	22
tt11178362	7.4	119
tt0447686	7.5	26
tt0431193	3.5	392
tt0413711	7.0	45
tt0094844	3.9	132
tt8097216	4.9	22
tt3024664	8.8	23
tt0509854	7.9	216
tt0808159	5.4	15
tt5300146	7.2	12
tt26217346	8.8	7
tt1206309	8.2	9
tt9349000	7.3	314
tt0654981	7.3	49
tt6699342	9.0	6
tt8645628	8.0	5
tt3984348	5.3	367
tt0230866	7.2	17
tt0426360	8.0	17
tt8319194	6.8	17
tt5592790	7.1	12
tt14754994	7.7	182
tt0694798	6.8	109
tt0138982	7.1	30
tt6154168	8.3	1243
tt0913888	7.0	36
tt3314624	6.4	30
tt3329246	6.4	639
tt11052446	6.2	12
tt8116582	5.8	6
tt1455231	2.3	369
tt7007706	7.3	6
tt12160818	7.4	12
tt1805317	7.5	14
tt6116038	1.1	24
tt0844243	9.0	50
tt0512641	6.6	44
tt6824056	7.2	7
tt6459292	8.4	17
tt10563356	7.8	38
tt2544936	9.1	15
tt5061942	8.7	15
tt22715576	9.7	18
tt0273681	7.7	94
tt10575294	7.3	317
tt8272622	7.4	9
tt1250779	6.7	15
tt1367356	5.4	10
tt1178435	6.2	10
tt3323776	7.0	15
tt1308094	5.1	844
tt10769646	6.4	24
tt3411486	7.7	12
tt4844140	6.0	11988
tt0147269	5.2	104
tt1102968	8.7	8
tt0437034	7.0	52
tt5198000	8.0	169
tt3911388	9.0	13
tt4205646	7.4	373
tt0173820	6.0	8
tt0159626	5.6	7
tt0732296	8.8	83
tt3375160	8.0	13
tt0180482	4.6	408
tt4624074	7.1	9
tt0527652	7.6	8
tt5491022	8.6	10
tt1891576	8.0	39
tt3655480	9.6	24
tt1060992	6.6	105
tt0535433	7.4	8
