tconst	averageRating	numVotes
tt3765412	8.4	14
tt0040707	7.0	267
tt0752325	7.9	39
tt0630908	8.2	7
tt2006141	8.5	36
tt3129458	3.4	14
tt3037586	6.7	7
tt0776312	8.2	50
tt1879993	6.7	24
tt0809917	6.4	30
tt1575550	8.4	26
tt0717627	7.6	9
tt19226426	7.4	251
tt13346720	7.1	108
tt0311456	6.9	44
tt6086310	6.7	11
tt6876274	2.3	9
tt6792642	8.3	74
tt1477647	4.4	6
tt1851779	9.6	68
tt1360596	7.1	39
tt0226895	5.3	73
tt0402763	5.3	169
tt0861573	6.9	21
tt10764606	6.4	5
tt0099079	7.1	261
tt0768249	3.9	51
tt1341661	7.0	9
tt15723662	5.8	99
tt0967275	8.3	307
tt7385032	8.1	11
tt4144212	6.7	6
tt0525149	7.6	37
tt12127344	6.9	10
tt2927204	7.7	85
tt0191139	6.5	16
tt0604363	8.2	151
tt0866420	9.6	9
tt9834736	5.7	12
tt1683219	6.1	16
tt0576053	7.0	31
tt6166782	5.6	20
tt0873677	7.5	14
tt0716927	6.7	207
tt0033468	3.5	17
tt2319968	7.4	9
tt0598637	6.7	32
tt8362980	7.2	19
tt7498134	6.4	9
tt0922876	9.1	115
tt2209560	7.8	22
tt3952148	7.6	16
tt2711270	7.1	12
tt11610366	8.6	117
tt0116961	6.5	37
tt1754799	5.1	4211
tt0033035	7.0	41
tt8230218	8.3	359
tt5435704	6.2	207
tt2371294	5.7	19
tt3025640	6.4	6
tt6423922	8.2	8
tt0343543	6.2	114
tt2407418	6.4	493
tt9776292	8.8	187
tt3485880	4.6	556
tt3655562	9.6	22
tt19797072	7.5	39
tt0110666	4.3	79
tt9066650	6.6	48
tt0243304	8.0	23
tt12030358	6.9	9
tt3074202	7.5	12
tt0099839	5.6	233
tt2724290	7.4	18
tt12297580	6.9	18
tt8198790	8.8	19
tt0097781	2.6	1258
tt12459180	4.9	93
tt1976694	8.4	9
tt17350192	5.6	8
tt0514244	8.3	52
tt0839855	3.7	56
tt1745672	3.6	3549
tt2142843	6.1	12
tt6327682	5.9	87
tt0729716	7.9	207
tt0170426	6.3	36
tt0220761	6.8	145
tt0525307	7.2	37
tt2234627	5.4	39
tt16730966	6.9	130
tt10593754	8.1	10
tt0473585	4.3	73
tt8164364	8.6	6
tt6167240	7.5	15
tt8216892	7.4	9
tt7604636	5.2	22
tt0994523	7.3	34
tt1517503	7.0	151
tt0866714	6.0	7
tt9664218	5.6	11
tt1146705	7.9	9
tt1721946	7.6	33
tt5311228	4.9	24
tt0249870	6.8	16
tt1272648	8.1	25
tt7450130	8.9	71
tt0589932	7.7	53
tt0819060	7.8	373
tt0519696	8.6	908
tt0934848	7.3	41
tt9116120	7.3	27
tt1350245	6.6	26
tt3430190	7.6	6
tt0978477	5.3	35
tt0269993	5.9	43
tt1667877	7.5	11
tt5934968	7.6	14
tt0479040	7.4	21
tt5593918	7.3	26
tt0043580	6.9	146
tt1156414	5.3	434
tt2963208	7.6	7
tt10577040	7.6	56
tt0307202	8.3	305
tt0594343	8.8	205
tt7111440	8.4	15
tt3544950	5.9	10
tt0091457	5.0	146
tt6932976	7.3	97
tt3625400	4.4	8
tt0007885	5.2	13
tt0045465	7.4	3137
tt1664742	8.4	9
tt0113393	9.5	8
tt0940917	6.1	9
tt18395394	9.1	12
tt0090690	5.0	91
tt0489876	8.2	11
tt8434634	7.3	17
tt0477622	5.6	6
tt0062233	6.0	113
tt0069595	6.4	286
tt0590196	1.1	20
tt0040611	7.7	997
tt0363828	3.5	811
tt0362775	3.4	18
tt6719524	3.0	1630
tt6984548	6.6	11
tt18328000	7.0	6
tt1094198	4.1	2110
tt0650308	7.4	30
tt11086004	7.0	9
tt1327812	5.7	433
tt25394492	7.2	6
tt0337133	6.6	38
tt13053776	7.6	130
tt7380196	8.6	5
tt0153225	6.0	579
tt1553778	5.2	11
tt0042796	6.9	11
tt3963276	6.2	8
tt0200880	5.8	67
tt8545606	8.5	8078
tt1151732	8.3	181
tt0086558	6.2	27
tt0576145	8.1	42
tt0390642	5.7	47
tt0225292	6.3	25
tt1489170	6.8	9
tt0640040	7.6	21
tt2282822	6.4	12
tt0504153	7.0	298
tt2150154	8.0	7
tt0508850	7.6	62
tt0654780	6.8	16
tt4968926	6.8	15
tt1404607	6.7	50
tt0966656	7.6	6
tt9894914	2.1	34
tt1946271	5.4	23
tt0374853	5.8	3301
tt1683053	7.0	42
tt1258204	8.8	32
tt15740034	9.2	8
tt16393112	7.3	14
tt1095515	7.0	17
tt1568833	6.4	15
tt0229883	8.8	180
tt1771978	7.7	15
tt3699816	7.1	19
tt4863818	7.9	68
tt0918608	8.6	43
tt1259850	5.7	10
tt1336982	7.0	25
tt11638962	7.9	1029
tt0075352	6.4	637
tt3019476	6.7	74
tt1093355	4.2	236
tt11146298	8.8	5
tt9595916	7.9	221
tt0822871	5.5	29
tt13569352	7.9	8
tt5841956	7.5	84
tt5261644	6.0	210
tt1843194	6.7	71
tt1512861	7.4	6
tt1383410	7.4	14
tt5774272	7.8	35
tt21380156	7.6	22
tt4437956	6.4	10
tt4074638	8.0	19
tt0690436	5.2	50
tt0153434	5.0	101
tt0276542	5.4	28
tt2066161	5.8	15
tt11193496	7.3	7
tt0396714	7.0	22
tt16900648	5.1	38
tt0796347	7.8	12
tt0756574	8.0	13
tt2150529	8.7	120
tt2152714	9.1	8
tt0857547	8.3	36
tt0654542	7.7	70
tt1836763	5.2	11
tt1303252	9.0	41
tt1307652	7.6	16
tt14591770	5.9	15
tt3138104	3.5	15744
tt3445488	8.4	9
tt12116106	6.6	12
tt12589982	5.7	23
tt0508692	8.2	101
tt5593554	6.2	5
tt6279338	6.3	46
tt3975842	8.6	20
tt11952660	5.0	207
tt13175494	8.6	1381
tt2246877	4.9	54
tt1748260	6.3	1987
tt3257506	4.4	30
tt9377260	7.0	209
tt0219903	6.4	23
tt6466598	5.8	18
tt0910794	8.2	69
tt13851958	8.0	3474
tt7963926	3.9	11
tt0151975	7.5	115
tt7679128	8.7	2037
tt0547064	7.3	151
tt21278592	7.5	13
tt17071350	5.1	27
tt0644385	7.6	58
tt14828290	7.8	25
tt0095923	5.8	298
tt4295730	6.8	8
tt0910992	5.9	10
tt26219910	8.2	42
tt11534756	8.1	518
tt7262852	8.2	2044
tt11031770	7.3	142
tt1373440	8.2	104
tt10750672	7.3	146
tt14819890	8.0	10
tt10442526	6.7	8
tt15263148	7.2	105
tt0773775	7.7	47
tt8911560	7.8	93
tt0383550	4.3	66
tt2281421	6.6	58
tt1969151	7.7	2966
tt1378690	7.3	22
tt12712614	7.1	10
tt0631336	7.5	91
tt21857030	5.2	5
tt0947758	8.9	9
tt9067138	8.0	10
tt7206616	8.1	9
tt1368060	6.8	27
tt2006336	6.6	11
tt0509488	8.3	9
tt0061470	5.6	110
tt0462204	6.9	40
tt2023580	7.5	11
tt3557978	4.9	67
tt6211060	6.5	75
tt0218186	6.3	46
tt4743228	6.7	11
tt2997780	8.1	229
tt14985658	7.2	40
tt10273074	7.5	44
tt0720568	8.5	10
tt3260612	9.1	16781
tt0113919	6.8	11
tt0959403	8.2	5069
tt13149266	6.5	48
tt0441267	3.7	34
tt9876408	7.0	2532
tt4881616	6.5	39
tt2369189	5.9	18
tt15125772	6.0	10
tt1332593	7.9	11
tt1476617	7.9	32
tt5179242	8.1	317
tt6680116	5.1	294
tt7929582	7.5	12
tt0296357	4.5	40
tt5029172	7.2	6
tt6847968	8.6	10
tt0788496	7.5	10
tt0429290	6.6	27
tt3800582	6.7	6
tt0135687	4.3	23
tt6628198	9.1	73
tt3274736	7.9	18
tt6012540	6.1	871
tt1834909	8.0	8
tt8563004	6.7	17
tt0915029	7.2	44
tt0603784	7.6	8
tt10014736	7.4	12
tt19411684	7.5	18
tt0519124	8.2	87
tt0038766	6.4	594
tt0523550	4.5	10
tt1056442	7.1	170
tt5001934	8.9	1151
tt0093840	5.7	1082
tt3530658	6.7	22
tt8926898	7.8	8
tt0279130	5.3	417
tt0273305	3.0	7
tt3377934	7.2	10
tt0646002	7.0	100
tt1451669	6.8	11
tt0064716	5.6	8
tt1606265	6.2	63
tt10560174	6.4	21
tt21908136	8.0	8
tt0747895	7.6	13
tt21841242	6.6	5
tt10895700	8.9	12
tt11098012	7.2	8
tt2388854	7.6	49
tt0858618	6.8	29
tt17078878	8.6	16
tt1875597	7.3	26
tt21360044	8.6	9
tt1332836	8.9	17
tt0845131	7.7	296
tt1508002	6.8	17
tt0424972	4.2	18
tt14571776	7.6	9
tt1161650	7.9	97
tt0559292	7.1	75
tt0442330	5.4	19
tt1979172	5.8	1763
tt2309312	7.3	3715
tt0616720	7.5	83
tt1990702	10.0	35
tt1371093	8.7	16
tt0570040	7.6	70
tt2260022	6.2	120
tt9035986	7.0	6
tt5131918	5.2	5
tt0438315	7.2	28896
tt6485746	8.0	24
tt0065676	6.2	27
tt0362041	6.5	73
tt0181859	8.2	17
tt0089274	3.7	6892
tt5615326	8.4	5
tt2003924	8.2	17
tt3311020	4.7	2162
tt8800806	8.0	97
tt3528732	5.3	7
tt0604804	6.3	25
tt14843064	5.8	9
tt10862274	6.0	5
tt6028930	2.7	8
tt2195441	7.7	18
tt2354479	6.9	39
tt1396636	7.5	36
tt0313292	8.6	7
tt0373416	4.3	5865
tt2201043	6.8	181
tt0376921	7.7	959
tt5154654	7.8	30
tt1406704	4.8	6
tt0649852	8.0	30
tt5031854	3.5	9
tt15561468	6.8	38
tt3574368	7.8	75
tt2661034	7.8	10
tt0900960	5.1	14
tt0204172	4.8	38
tt0624790	7.4	54
tt9062856	6.3	584
tt7184804	7.0	55
tt0524445	5.3	13
tt1470006	7.2	23
tt3551796	7.3	6187
tt14981214	7.6	29
tt0168900	4.7	130
tt0219415	7.4	11
tt2288886	4.9	98
tt0696199	7.7	28
tt1468274	6.6	42
tt7544022	7.0	12
tt14629716	9.4	97
tt10006104	8.0	6
tt2229937	8.5	50
tt15086352	9.5	32
tt0644727	5.2	22
tt1963847	7.8	23
tt0482518	8.3	2422
tt0458232	7.8	31
tt3503410	4.3	18
tt8430054	7.9	17697
tt0078168	6.5	128
tt23035748	7.4	15
tt13886420	8.5	29
tt10339158	9.0	9
tt1386192	6.0	39
tt15432030	8.4	5
tt2614830	2.0	43
tt1330559	6.2	66
tt0731748	2.5	26
tt0064628	7.3	163
tt0079084	5.1	11
tt21330212	9.8	14
tt1260320	8.2	9
tt0575074	7.9	16
tt0102636	7.8	3531
tt0091024	6.3	4045
tt11095310	5.5	9
tt0750297	7.8	282
tt2375562	6.7	13
tt0101620	5.0	30
tt0603447	8.1	273
tt4761590	8.4	7
tt0288275	7.0	736
tt8545628	6.2	28
tt15152440	9.9	23
tt0179405	4.0	27
tt0568144	7.8	359
tt14141632	8.2	217
tt0947622	7.8	8
tt6236908	7.7	36
tt0067087	5.8	327
tt5516384	8.0	1177
tt0580061	7.6	14
tt6771694	7.2	14
tt1157301	8.1	9
tt5123476	8.3	11
tt1656716	7.3	338
tt2486538	7.8	9
tt1730320	8.4	12
tt0016553	6.3	16
tt7710830	7.8	117
tt3851454	6.0	8
tt1232196	7.4	22
tt5770566	8.2	38
tt0099655	5.9	753
tt8290380	9.4	6
tt1795462	7.6	15
tt0960096	5.5	18
tt1009042	6.1	12
tt0697512	6.5	20
tt8323482	7.3	24
tt2084833	6.2	6
tt0208242	8.9	45
tt0149815	6.5	151
tt2522908	6.1	76
tt0317366	5.7	38
tt0305747	6.4	74
tt0151513	5.5	544
tt3594238	5.5	8
tt0977083	8.3	12
tt0743969	8.0	101
tt0664446	7.6	19
tt0700566	7.3	170
tt1403260	6.0	448
tt1189469	7.7	54
tt11256694	4.7	12
tt0630045	8.2	30
tt0897705	7.0	44
tt0049179	7.0	53
tt0433372	7.2	14
tt1090646	5.0	1325
tt4503938	6.5	627
tt0056953	5.6	72
tt2048154	7.3	7
tt0820301	4.8	13
tt0458081	5.0	19
tt1910056	8.8	12
tt0632876	7.0	11
tt4714202	7.8	38
tt1709207	6.5	17
tt3296842	8.1	23
tt5920936	6.5	14
tt0674526	7.3	36
tt0795375	7.3	12
tt8329602	9.5	6
tt8971966	5.3	16
tt8121156	6.5	579
tt4479976	5.3	71
tt1694486	6.0	12
tt2445100	8.6	152
tt3053096	7.9	9
tt0300328	4.1	43
tt0205027	5.1	646
tt4682938	7.8	26
tt0958985	6.6	6
tt0021867	6.2	67
tt2292638	4.4	5
tt0609603	8.6	275
tt10111048	7.1	26
tt3898970	8.9	15
tt14621040	7.3	6
tt18310108	7.6	167
tt3284522	7.5	8
tt1537761	8.1	24
tt1100350	6.2	16
tt18362332	6.4	16
tt0063069	5.2	81
tt6709826	6.5	78
tt3945096	8.1	254
tt0561208	8.5	28
tt4991928	7.9	10
tt1570517	7.8	13
tt0841979	7.0	36
tt4362342	6.3	412
tt2603496	5.4	473
tt2924630	8.6	7
tt1796632	8.4	28
tt5486270	7.9	113
tt0793292	7.7	41
tt4109176	7.6	45
tt10567254	7.3	16
tt3654488	8.2	25
tt0921916	9.5	13
tt0660604	7.7	90
tt0603744	6.7	15
tt0657280	7.3	324
tt0614759	1.7	9
tt14055366	4.7	7
tt14056598	6.8	28
tt7704222	6.4	16
tt0301321	6.5	70
tt9837904	7.0	12
tt0793744	8.7	660
tt0343341	7.6	50
tt21799314	9.0	7
tt1914210	6.3	81
tt4939496	6.4	53
tt1463185	6.8	47
tt11925196	7.1	11
tt10410570	4.3	33
tt4682868	7.4	20
tt1334049	3.6	45
tt1345834	7.0	823
tt4202288	7.4	231
tt0026060	5.9	11
tt0257604	3.2	22
tt22046048	6.1	9
tt11388948	5.2	328
tt2112978	5.3	109
tt1877786	8.3	12
tt4181514	7.0	24
tt1088683	7.6	45
tt0197331	5.5	33
tt0231875	4.6	22
tt6557216	8.8	9
tt7705638	9.9	77
tt0206116	5.0	81
tt0129413	6.7	28
tt9362932	8.6	10
tt4573102	5.9	11
tt13334932	6.3	314
tt11452652	6.5	116
tt0614652	7.1	12
tt4419794	6.5	1255
tt0242280	6.1	19
tt13017790	6.2	9
tt6574538	6.9	13
tt13569550	6.9	13
tt0274669	5.0	73
tt2089683	7.4	5
tt3492660	5.7	19
tt0789673	7.0	36
tt3323292	4.6	27
tt2113795	6.9	24
tt8211224	7.6	28
tt7013618	7.6	54
tt10136902	5.9	633
tt1076154	7.0	102
tt8694490	7.9	48
tt0069661	4.6	12
tt1106091	8.0	17
tt0903633	5.7	27
tt1714061	7.5	6
tt2374914	7.2	70
tt0275156	6.2	37
tt1864542	7.5	52
tt8337452	8.6	290
tt0710950	7.0	21
tt0499097	5.8	60193
tt0280381	7.1	1642
tt5775284	9.0	6
tt2224770	6.9	26
tt3836828	6.3	12
tt26255110	7.0	43
tt1904967	7.1	21
tt0459101	5.3	20
tt0655664	8.1	8
tt1503096	4.4	1403
tt0273037	8.1	22
tt0219062	8.1	194
tt2577812	5.9	17
tt15532222	9.5	8
tt15246604	8.3	43
tt0460491	8.4	45
tt1799730	6.9	15
tt0196062	6.2	17
tt11929886	9.0	24
tt1466456	9.7	7
tt0745659	8.6	1307
tt3174012	6.0	22
tt5183580	8.3	7
tt9911006	6.9	9
tt9533464	6.8	8
tt8772880	8.5	163
tt0392156	6.6	102
tt7530328	7.7	12
tt0302003	6.2	189
tt1400548	6.7	9
tt0031668	4.8	213
tt2166544	1.0	7
tt7088054	8.8	7
tt0134488	6.5	142
tt0703305	7.9	19
tt0693523	7.1	168
tt4414342	10.0	41
tt14905878	8.2	6
tt1638415	7.4	326
tt12683318	7.9	334
tt4891240	6.2	16
tt0320520	6.1	13
tt0683036	8.0	115
tt2003029	6.6	16
tt21002214	6.7	10
tt0830465	7.4	121
tt0479770	7.9	24
tt0472591	7.4	84
tt0674104	8.6	46
tt0770839	7.2	16
tt17340418	7.0	8
tt4692782	8.0	10
tt17720214	8.0	9
tt2751850	7.1	14
tt5919398	7.7	18
tt1289624	8.0	8
tt7185816	8.1	45
tt0199322	7.3	11
tt3207396	7.6	35
tt0009212	6.0	21
tt0733926	7.6	250
tt6472234	2.7	154
tt6250650	5.1	1156
tt6583150	2.3	43
tt22004864	7.8	16
tt0097190	6.4	218
tt1360545	8.5	24
tt2269672	7.4	290
tt0493077	4.5	14
tt17349088	8.2	10
tt1344880	9.3	7
tt10127030	8.9	16
tt8777416	7.1	42
tt2387486	7.7	572
tt0075598	7.6	16
tt1102363	7.3	7
tt0063230	7.0	5938
tt4629942	7.7	52
tt6367756	9.4	39
tt2159401	5.4	17
tt11150662	7.3	36
tt3366710	5.9	20
tt0372826	5.5	37
tt0295620	4.2	194
tt4017558	4.3	157
tt0946919	6.9	39
tt2428130	6.0	8
tt3909386	9.1	10
tt3792380	5.9	9
tt1332010	10.0	10
tt2091084	7.6	8
tt5933680	7.0	16
tt8865210	2.4	35
tt2977948	1.0	10
tt0080039	2.8	365
tt11137384	4.9	11
tt1307777	8.7	3026
tt0633044	8.0	363
tt9810022	9.0	9
tt8011354	9.3	7
tt12361168	5.9	12
tt0371465	5.5	68
tt3480146	6.3	359
tt0629090	8.8	75
tt0258766	6.8	1718
tt0756691	6.7	35
tt5632152	8.3	32
tt0544517	8.5	72
tt23576078	7.2	8
tt0418287	3.3	7
tt0684642	7.9	19
tt15205434	6.1	139
tt0040185	6.7	3066
tt6501882	7.7	60
tt1169955	8.2	9
tt2731562	6.8	13
tt0485755	7.3	263
tt0746564	7.7	27
tt3593882	7.8	34
tt10515510	5.7	46
tt0194354	6.2	22
tt4513566	4.5	11
tt11408714	7.2	483
tt3657638	7.3	51
tt12069462	7.7	177
tt11478182	8.7	6
tt5345302	4.9	16
tt0494720	6.0	96
tt2117894	7.9	11
tt15532284	7.4	24
tt0033523	6.6	353
tt1399301	8.6	40
tt12498576	6.5	14
tt1341706	7.9	10
tt8120702	6.7	7
tt0051028	6.2	2506
tt2632324	8.1	397
tt0597221	7.1	89
tt1043154	9.2	13
tt0518244	5.6	9
tt0202431	6.3	11
tt3558186	7.8	6
tt1496394	8.4	19
tt5915996	8.8	11
tt6346092	6.3	63
tt0244217	8.0	34
tt2174909	5.2	14
tt1728857	6.6	7
tt15241492	7.8	22
tt1695429	7.1	8
tt8684532	5.0	10
tt5190294	7.3	30
tt5653742	6.9	113
tt0254766	6.8	39
tt0062163	4.2	41
tt4877842	7.2	9
tt4852128	3.8	88
tt6015792	3.1	7
tt1000001	6.0	49
tt21195172	6.2	5
tt1344943	8.7	15
tt0192444	7.0	17
tt2567710	6.5	87
tt23112942	6.1	14
tt11967590	7.7	6
tt10836956	7.0	43
tt0879444	5.4	12
tt0956987	7.5	511
tt2054821	7.1	11
tt4143710	7.6	356
tt0432603	7.0	23
tt15829504	6.0	29
tt0816014	7.8	24
tt0351537	7.6	21
tt6817068	7.4	11
tt2144735	6.9	48
tt0927895	7.0	211
tt0798224	8.0	10
tt7798782	8.3	50
tt0765242	5.7	58
tt15215004	7.2	40
tt5984758	6.5	116
tt5535558	6.3	9
tt0170147	6.0	38
tt0471022	6.9	32
tt1458503	4.4	704
tt13052856	9.3	31599
tt22061056	6.1	78
tt0655004	7.0	71
tt8296892	8.1	56
tt0079323	5.3	15
tt1498965	5.6	14
tt5455236	7.0	5
tt8199502	7.7	32
tt0397931	7.3	56
tt6261584	8.1	1215
tt5651818	7.3	64
tt5036132	8.0	11
tt21187744	8.9	26
tt5877074	7.2	6
tt1472374	8.4	9
tt1092020	6.1	793
tt5467006	7.1	42
tt3309528	8.0	276
tt1517554	8.6	31
tt4523040	6.5	12
tt0837956	6.8	32
tt10193468	7.3	26
tt5633450	4.6	148
tt5389980	8.7	11
tt3532050	6.3	1481
tt6844136	7.1	106
tt6022282	8.0	175
tt0114347	6.1	20
tt21057782	8.6	18
tt0249261	4.7	674
tt1032635	8.7	18
tt5161056	7.7	12
tt0631842	7.7	28
tt0238328	7.2	26
tt4371784	7.6	10
tt0596950	7.2	39
tt8997092	5.6	12
tt7127782	4.2	12
tt0023847	6.5	229
tt10139754	6.8	16
tt0196363	8.4	19
tt2919694	8.1	10
tt8244536	5.6	15
tt6107172	8.6	24
tt0784085	9.0	349
tt1188291	9.8	55
tt14450314	8.6	8
tt0384555	7.3	39
tt1497564	6.2	184
tt3320888	6.2	12
tt9180204	5.4	15
tt1114852	3.9	13
tt2362931	7.0	14
tt11180920	8.1	24
tt1156072	7.8	155
tt26251848	7.3	7
tt5892802	7.8	22
tt16591644	6.2	46
tt0678643	8.2	13
tt1362378	8.3	6
tt0820286	5.6	15
tt0371377	7.2	8
tt0837200	7.7	265
tt0166029	5.2	27
tt0318107	6.2	80
tt0294748	5.6	41
tt10203976	3.1	41
tt6415220	6.6	234
tt0533818	7.1	34
tt19358136	7.8	18
tt14273768	7.7	23
tt0906515	6.9	13
tt4550996	7.4	472
tt3973190	9.5	12
tt0186306	5.4	6
tt0436089	6.8	149
tt0968548	6.0	13
tt0052861	8.1	4372
tt0479833	7.6	19
tt3335990	6.4	12
tt0081832	7.7	252
tt1400526	5.0	4663
tt0674566	7.7	19
tt1986260	6.3	29
tt1682603	7.9	19
tt14041154	7.3	705
tt0961721	4.8	134
tt0398590	7.8	6
tt0394220	6.0	75
tt0095075	5.7	14
tt7649208	6.6	17
tt0320182	6.3	7
tt16366792	9.0	10
tt0422909	7.1	63
tt23951460	6.6	10
tt0712970	8.1	300
tt2104841	6.7	139
tt1933541	6.8	7
tt9064630	7.7	18
tt15392196	7.6	75
tt0142991	7.3	30
tt6970600	7.2	29
tt0042932	4.9	126
tt0584252	6.8	238
tt0428484	6.4	39
tt10608126	7.0	360
tt0560364	7.1	150
tt2298537	8.3	160
tt2202808	8.0	12
tt5685286	6.1	34
tt10062638	6.7	20
tt1951736	6.3	77
tt2674832	8.2	14
tt4722760	8.0	29
tt0045818	6.9	91
tt6645182	6.7	239
tt9881464	4.4	8
tt13311924	7.3	13
tt12845402	9.2	13
tt0105437	6.1	235
tt0872537	7.4	22
tt6898502	8.9	9
tt1126417	5.9	10
tt1260728	5.7	14
tt0080923	6.5	22385
tt3848472	8.5	9
tt4436874	7.5	9
tt13386966	7.5	15
tt0808303	5.3	26
tt0102526	6.6	36596
tt0754279	6.8	16
tt0136729	6.1	38
tt0486118	5.3	217
tt7818912	8.6	5
tt0270092	6.5	11
tt0251936	5.3	31
tt13311946	6.2	14
tt11800464	7.8	20
tt2891484	5.9	11
tt19389974	5.4	15
tt5056398	8.5	204
tt0804505	6.2	9518
tt9243648	8.3	6
tt7183146	8.1	25
tt0120782	6.1	8104
tt13497482	9.5	12
tt7853636	4.5	1077
tt7727278	6.2	255
tt1420528	9.6	8
tt0117030	5.6	246
tt4897756	7.0	14
tt0469195	8.0	9
tt8184674	8.5	20
tt0529604	6.7	83
tt2511470	8.7	35
tt5290196	6.3	110
tt0088934	5.9	1055
tt0502566	5.8	15
tt0062860	5.5	464
tt5186770	6.0	14
tt7290734	8.1	51
tt2673802	8.4	21
tt1058624	6.6	19
tt1931480	7.1	34
tt2567992	7.3	20
tt0097569	6.2	12
tt4178466	7.6	19
tt0691466	7.6	11
tt0019725	6.2	425
tt7785090	6.5	632
tt2318383	7.7	8
tt3996812	7.9	9
tt1574403	8.3	8
tt1536243	7.6	220
tt9348440	6.5	13
tt11343532	5.8	8
tt6900074	9.2	6
tt10696116	7.8	214
tt10994964	6.6	7
tt22079800	6.9	73
tt3479650	6.7	8
tt8586566	7.4	9
tt9572944	8.1	18
tt11975434	6.1	512
tt0047559	5.6	1325
tt23145968	8.2	324
tt11713168	8.5	11
tt3365690	8.0	2895
tt0648624	7.5	18
tt7865864	7.4	18
tt2421810	7.8	80
tt6961624	5.9	14
tt6574666	8.2	177
tt1363306	8.8	13
tt4414632	10.0	41
tt0911872	7.8	28
tt5717996	7.6	24
tt1954294	7.8	10
tt0075448	6.9	123
tt0161295	5.2	29
tt0901961	6.9	7
tt2602136	6.5	36
tt1157000	8.7	69
tt7045220	9.3	7
tt0267834	7.2	14
tt6393074	4.0	75
tt1516146	6.3	159
tt2004279	6.7	1593
tt0112891	5.7	26
tt3040388	6.4	20
tt0069867	6.1	186
tt7184862	6.3	22
tt21360246	8.7	9
tt0071796	8.2	11
tt11429096	7.7	102
tt0939614	8.9	11
tt0192727	6.3	10
tt2704898	7.7	35
tt11646170	7.9	23
tt0241892	7.4	14
tt1143375	8.4	364
tt0763314	6.6	119
tt3790100	7.8	9
tt4854892	5.9	11
tt10625172	4.4	156
tt0078179	6.1	50
tt6348146	6.0	13
tt6840198	7.9	156
tt0177634	5.8	100
tt1015779	2.6	6
tt0458353	7.7	16
tt19755720	9.2	70
tt1087880	6.6	106
tt5931646	8.2	6648
tt0036430	5.8	1216
tt21249134	8.0	109
tt10340828	6.6	23
tt10951176	5.8	28
tt0537579	7.2	102
tt2458216	6.6	9
tt0204169	5.5	19
tt10741560	6.2	32
tt5351044	5.1	826
tt0218201	5.0	9
tt3099300	6.2	102
tt1739581	8.4	1078
tt4631992	6.3	26
tt9027710	5.3	40
tt0031426	5.6	23
tt0902353	5.8	6
tt7926800	7.4	114
tt20237776	7.9	16
tt12009060	3.2	5
tt12816802	7.0	62
tt2183404	8.3	26747
tt3977488	6.8	24
tt14300912	7.2	1287
tt21662290	5.4	515
tt0180997	6.2	82
tt6028912	7.7	10
tt8516576	8.2	5
tt2450520	3.0	239
tt0112859	7.6	10
tt1520150	3.7	282
tt0177799	5.6	16
tt4279170	9.4	5
tt2076876	7.9	32
tt9477650	7.6	49
tt0560119	7.0	41
tt5913624	6.7	6
tt0648136	6.2	31
tt7422766	8.0	5
tt0178015	6.1	22
tt0379762	4.1	17
tt0035202	6.3	252
tt1710454	6.4	10
tt0550714	8.0	117
tt14044472	8.0	9
tt10739668	6.5	12
tt1260577	7.1	77
tt0688624	7.9	22
tt0524896	7.7	10
tt8360186	7.5	365
tt10482526	7.7	190
tt0489238	8.9	14
tt0664413	6.3	8
tt5246452	5.9	204
tt1305618	5.8	210
tt3232606	5.8	155
tt2447810	4.0	159
tt5357556	6.2	2765
tt0003360	5.5	107
tt7435768	8.5	48
tt1438839	8.9	18
tt7854882	7.5	124
tt0262301	4.1	187
tt7127184	4.5	2374
tt0745424	7.0	53
tt0268123	5.5	13
tt1323001	9.0	10
tt11912510	7.4	99
tt5953664	6.7	27
tt6597432	8.9	24
tt0164269	7.5	37
tt1790788	8.1	11
tt0068415	5.8	1511
tt3910898	5.8	32
tt12440852	7.3	18
tt1915619	2.6	5
tt18246344	6.3	34
tt0280132	6.4	153
tt0082275	7.0	1098
tt0036049	6.5	189
tt2161367	5.5	7
tt0313043	6.4	58652
tt0629128	8.2	73
tt13379830	6.6	38
tt1545890	5.2	30
tt1085794	6.7	138
tt7199572	8.2	88
tt0519847	5.9	28
tt4857484	8.8	1113
tt0801021	6.4	39
tt16586752	6.0	5
tt2316389	7.7	11
tt21265778	7.6	23
tt2947510	3.6	10
tt0688019	8.5	227
tt21195488	6.8	573
tt7651078	3.6	201
tt0910105	2.8	16
tt0345497	4.7	9
tt1131770	7.9	17
tt12736362	6.7	8
tt3475588	9.4	1738
tt0648103	6.3	19
tt0438733	8.1	33
tt8629982	5.8	5
tt1089475	5.3	36
tt15448314	7.0	15
tt0761297	8.5	45
tt5886818	7.5	155
tt2831406	7.7	27
tt4911876	4.2	278
tt0511168	7.0	8
tt0630126	8.3	207
tt1020656	7.1	14
tt25051186	9.6	16
tt1095173	8.1	8
tt5315228	6.4	32
tt0657585	7.8	41
tt1455423	5.9	34
tt10256196	7.0	10
tt2040264	8.7	1857
tt0808390	7.7	78
tt12602588	7.7	2378
tt0039994	6.4	142
tt8385112	5.8	9
tt8226426	8.2	21
tt0840303	5.5	1351
tt7083460	8.3	9
tt1084034	7.5	9
tt4319430	1.8	116
tt0975793	6.3	11
